order_id,customer_id,product_id,order_date,quantity
5847,1788,198,2025-03-17,1
5848,1578,143,2025-12-25,2
5849,54,102,2025-12-10,3
5850,244,163,2025-12-01,1
5851,132,115,2025-03-02,3
5852,474,125,2025-12-31,5
5853,1014,116,2025-12-28,3
5854,1513,159,2025-11-23,2
5855,1181,200,2025-07-25,3
5856,776,195,2025-04-28,4
5857,406,116,2025-12-26,5
5858,923,136,2025-08-26,1
5859,1898,157,2025-02-24,4
5860,68,152,2025-09-25,2
5861,170,185,2025-09-04,3
5862,1593,178,2025-12-16,4
5863,1527,169,2025-12-22,4
5864,905,184,2025-10-08,4
5865,464,156,2025-11-25,1
5866,1310,159,2025-03-17,4
5867,468,179,2025-07-04,2
5868,29,127,2025-07-05,5
5869,91,108,2025-11-25,3
5870,199,126,2025-09-10,4
5871,1143,184,2025-12-01,3
5872,1412,197,2025-04-13,5
5873,1607,112,2025-11-27,4
5874,541,180,2025-04-24,4
5875,1943,181,2025-05-06,2
5876,1620,185,2025-07-04,2
5877,1150,155,2025-06-17,2
5878,1046,176,2025-06-07,4
5879,952,177,2025-05-25,1
5880,318,171,2025-12-17,2
5881,407,153,2025-05-07,4
5882,1873,140,2025-05-21,3
5883,1687,137,2025-09-10,3
5884,1208,161,2025-08-26,4
5885,1886,140,2025-06-07,2
5886,1148,122,2025-06-25,5
5887,1034,115,2025-09-16,3
5888,950,180,2025-09-21,4
5889,1652,140,2025-12-29,2
5890,1360,146,2025-05-16,1
5891,978,138,2025-08-07,3
5892,1471,183,2025-06-02,4
5893,301,180,2025-04-04,1
5894,3,198,2025-11-11,3
5895,1017,111,2025-11-29,3
5896,739,136,2025-06-08,2
5897,29,152,2025-07-24,2
5898,730,143,2025-05-24,5
5899,1816,173,2025-09-25,2
5900,981,142,2025-08-02,2
5901,779,123,2025-06-11,3
5902,631,139,2025-08-11,2
5903,911,164,2025-08-26,5
5904,332,115,2025-03-16,2
5905,357,141,2025-03-04,1
5906,1036,171,2025-02-28,4
5907,166,145,2025-07-11,2
5908,383,109,2025-06-07,4
5909,1555,179,2025-08-14,4
5910,466,128,2025-07-08,1
5911,609,146,2025-11-21,3
5912,91,140,2026-01-01,4
5913,968,199,2025-05-16,2
5914,5,187,2025-12-16,3
5915,880,114,2025-06-21,1
5916,1077,182,2025-02-21,4
5917,1039,121,2025-09-30,2
5918,981,147,2025-09-05,5
5919,459,176,2025-10-22,3
5920,724,109,2025-03-09,4
5921,1456,139,2025-10-27,3
5922,757,132,2025-04-01,4
5923,1751,173,2025-10-12,1
5924,841,111,2025-12-01,4
5925,968,166,2025-05-14,3
5926,683,110,2025-03-31,5
5927,560,119,2025-10-03,4
5928,232,155,2025-06-29,1
5929,874,174,2025-04-25,3
5930,1276,182,2026-01-28,2
5931,1866,181,2025-10-06,2
5932,1424,125,2025-10-04,1
5933,937,188,2025-12-22,4
5934,153,135,2025-07-19,2
5935,1774,162,2025-04-19,3
5936,1437,140,2025-05-09,3
5937,765,169,2025-02-05,2
5938,1082,109,2025-09-21,3
5939,889,114,2025-04-15,3
5940,1084,122,2025-06-19,5
5941,1610,170,2025-06-27,2
5942,1039,189,2025-07-07,1
5943,1149,128,2025-07-24,1
5944,1681,114,2025-08-03,5
5945,907,189,2026-01-15,2
5946,723,158,2025-06-21,5
5947,289,171,2025-06-16,1
5948,1639,191,2025-08-20,4
5949,1769,168,2025-12-12,5
5950,831,176,2025-07-16,4
5951,1691,106,2025-04-11,2
5952,242,146,2025-03-15,4
5953,405,118,2025-05-03,2
5954,332,120,2025-03-17,1
5955,1372,153,2025-08-18,5
5956,651,146,2025-04-20,2
5957,1281,155,2025-04-23,2
5958,161,184,2025-05-22,3
5959,1810,132,2026-01-15,5
5960,180,145,2025-04-30,2
5961,1655,111,2025-08-03,3
5962,847,176,2026-02-02,2
5963,1454,137,2025-07-17,5
5964,1959,154,2025-02-16,2
5965,1345,117,2025-03-18,4
5966,1305,117,2025-09-24,4
5967,337,152,2025-07-07,5
5968,614,125,2025-09-15,2
5969,378,105,2025-10-14,2
5970,243,134,2025-05-09,1
5971,975,106,2025-12-16,4
5972,918,170,2025-02-22,5
5973,1098,115,2025-05-21,1
5974,1493,113,2025-09-11,2
5975,1847,147,2025-02-23,3
5976,1819,179,2025-05-02,4
5977,1448,190,2025-08-16,1
5978,453,105,2025-04-11,1
5979,255,126,2026-01-09,5
5980,1026,190,2025-06-28,1
5981,925,131,2025-02-15,3
5982,1415,104,2025-07-27,3
5983,1019,119,2025-05-28,4
5984,1382,101,2025-03-09,1
5985,553,153,2025-12-15,4
5986,632,153,2025-02-21,3
5987,455,157,2025-02-20,3
5988,292,190,2026-01-04,2
5989,1450,126,2025-05-07,2
5990,1121,197,2026-01-01,4
5991,1625,193,2025-11-06,5
5992,1148,122,2025-10-26,5
5993,260,183,2025-12-10,5
5994,667,115,2025-03-12,5
5995,1669,141,2025-10-12,1
5996,1241,154,2025-07-09,5
5997,1344,158,2025-06-17,2
5998,1985,117,2025-05-12,5
5999,527,185,2025-09-16,4
6000,312,113,2026-01-31,4
6001,282,139,2026-01-31,4
6002,1336,161,2025-04-09,5
6003,1433,182,2025-02-19,5
6004,516,199,2025-11-28,3
6005,510,131,2025-09-22,4
6006,182,163,2025-07-28,3
6007,18,108,2025-02-27,5
6008,699,120,2025-09-14,3
6009,555,118,2025-11-28,3
6010,613,162,2025-02-26,3
6011,431,195,2026-01-16,4
6012,1697,178,2025-08-05,2
6013,1245,134,2025-05-09,3
6014,98,114,2025-08-25,3
6015,571,135,2025-03-17,4
6016,1642,144,2025-09-21,5
6017,82,115,2025-09-27,1
6018,1866,172,2025-02-28,2
6019,838,185,2025-12-23,2
6020,559,118,2025-07-10,4
6021,1263,171,2025-11-09,4
6022,697,149,2025-10-29,1
6023,1468,134,2025-04-11,3
6024,1560,117,2025-12-19,3
6025,1097,197,2025-12-26,5
6026,1368,149,2025-05-28,5
6027,1034,159,2025-11-24,2
6028,1867,129,2025-03-04,2
6029,1331,150,2026-01-02,4
6030,352,126,2025-08-17,4
6031,1380,195,2025-04-18,4
6032,392,114,2025-06-13,5
6033,843,135,2025-04-30,1
6034,614,169,2025-08-13,5
6035,1454,154,2025-11-10,1
6036,1636,111,2025-09-15,5
6037,848,156,2025-08-19,1
6038,1600,137,2025-06-29,3
6039,1223,181,2025-03-22,5
6040,1633,104,2025-10-01,4
6041,455,138,2025-08-15,5
6042,1864,173,2026-01-20,1
6043,541,191,2025-08-06,3
6044,382,173,2025-10-16,3
6045,899,187,2025-07-03,2
6046,866,190,2025-08-17,1
6047,559,125,2025-07-02,3
6048,1007,123,2025-02-23,1
6049,689,179,2026-01-29,1
6050,144,188,2025-11-19,1
6051,921,151,2025-04-23,3
6052,578,101,2025-03-22,5
6053,786,150,2025-09-25,1
6054,504,186,2025-08-06,1
6055,557,166,2025-08-31,5
6056,110,133,2025-03-04,4
6057,1659,181,2025-12-13,5
6058,1583,175,2025-10-19,3
6059,1003,190,2025-08-27,4
6060,97,163,2026-01-13,4
6061,1185,152,2025-11-13,3
6062,131,185,2025-04-29,4
6063,1970,194,2025-02-26,5
6064,684,136,2025-09-15,1
6065,537,176,2025-05-16,3
6066,1962,110,2025-07-17,2
6067,257,122,2025-02-10,2
6068,112,150,2025-10-18,1
6069,504,120,2025-12-27,1
6070,1121,154,2025-03-15,2
6071,1526,144,2025-08-11,4
6072,29,153,2025-10-08,1
6073,939,150,2025-08-04,5
6074,949,194,2026-01-09,4
6075,534,168,2025-09-25,3
6076,252,139,2025-10-11,4
6077,391,113,2025-07-02,3
6078,1282,174,2025-08-08,1
6079,199,163,2025-10-22,1
6080,300,157,2026-01-31,4
6081,1190,117,2025-02-13,5
6082,1228,188,2025-05-02,5
6083,473,110,2025-03-27,5
6084,1194,197,2025-12-21,5
6085,810,195,2025-07-21,1
6086,650,157,2025-02-13,3
6087,1827,116,2025-05-24,4
6088,7,159,2025-05-10,1
6089,1488,155,2025-05-13,1
6090,378,191,2025-05-09,5
6091,1393,116,2025-12-14,3
6092,610,148,2025-02-25,4
6093,1354,103,2025-11-22,3
6094,737,143,2025-10-22,2
6095,204,176,2025-07-21,4
6096,1691,191,2025-08-23,5
6097,965,180,2025-04-11,4
6098,890,156,2025-07-04,3
6099,104,107,2025-03-22,1
6100,936,160,2025-05-09,1
6101,1510,124,2025-05-25,5
6102,1287,116,2025-10-02,2
6103,888,174,2025-08-25,2
6104,1693,200,2025-09-09,3
6105,914,192,2025-02-20,4
6106,344,103,2025-02-14,2
6107,1222,189,2025-07-12,5
6108,1799,155,2025-08-27,5
6109,234,152,2026-01-29,1
6110,1437,182,2025-05-19,2
6111,351,126,2025-05-04,1
6112,1280,108,2025-10-02,2
6113,1574,179,2025-04-17,5
6114,474,105,2025-06-02,1
6115,618,156,2025-09-12,1
6116,735,195,2025-06-22,4
6117,509,108,2025-08-17,5
6118,1131,151,2025-06-08,4
6119,1696,124,2025-02-13,1
6120,1292,131,2025-07-04,2
6121,1271,164,2025-07-07,4
6122,207,179,2025-03-16,2
6123,1513,181,2025-11-11,1
6124,1609,121,2025-07-11,3
6125,1038,111,2025-06-03,2
6126,464,111,2025-11-15,4
6127,820,104,2026-01-31,3
6128,1888,115,2025-02-07,2
6129,492,105,2025-04-19,1
6130,1514,162,2025-12-19,3
6131,872,119,2025-06-30,2
6132,204,110,2025-07-20,3
6133,42,110,2025-06-16,5
6134,540,134,2025-11-08,1
6135,490,111,2026-01-11,3
6136,1045,140,2025-12-13,3
6137,516,164,2025-06-06,1
6138,1787,107,2025-02-02,5
6139,1530,186,2025-11-02,4
6140,618,171,2025-04-29,1
6141,1547,141,2025-03-30,4
6142,833,169,2025-04-09,5
6143,1078,189,2025-05-21,5
6144,1543,116,2025-03-13,5
6145,586,196,2025-10-26,5
6146,1011,102,2025-06-28,2
6147,1203,119,2025-09-18,3
6148,989,120,2025-06-06,3
6149,1712,168,2025-04-14,5
6150,1273,165,2025-11-03,1
6151,1770,134,2025-07-31,2
6152,1504,162,2025-09-27,1
6153,1644,140,2025-04-08,4
6154,482,179,2025-09-18,2
6155,1286,125,2025-08-25,2
6156,899,182,2025-05-29,4
6157,840,134,2025-02-09,2
6158,742,103,2025-11-18,2
6159,336,133,2025-10-20,2
6160,1171,161,2025-02-18,1
6161,1264,112,2025-02-10,4
6162,1804,169,2025-03-05,1
6163,540,118,2025-05-25,2
6164,648,127,2025-03-28,5
6165,1210,109,2025-11-06,4
6166,184,186,2025-11-28,4
6167,421,174,2025-07-19,5
6168,1654,186,2025-11-13,1
6169,1892,137,2025-08-08,2
6170,84,195,2025-10-23,4
6171,1627,138,2025-08-08,3
6172,1487,122,2025-09-05,4
6173,212,108,2025-12-08,1
6174,634,143,2025-08-28,1
6175,466,164,2025-08-10,3
6176,583,194,2025-07-23,3
6177,766,197,2025-04-22,2
6178,105,143,2025-03-16,2
6179,1039,163,2025-12-03,5
6180,550,120,2025-11-24,5
6181,177,177,2025-07-12,5
6182,595,145,2025-03-12,3
6183,785,117,2025-10-05,3
6184,1470,132,2025-10-02,2
6185,76,101,2025-04-20,2
6186,548,141,2025-11-01,3
6187,687,162,2025-05-02,5
6188,1213,102,2025-10-11,2
6189,185,188,2025-03-23,1
6190,459,125,2025-12-22,1
6191,1056,139,2025-06-24,3
6192,256,115,2025-10-11,3
6193,1617,123,2025-12-06,2
6194,34,110,2025-10-17,4
6195,1522,163,2025-11-08,3
6196,523,170,2025-02-02,2
6197,1056,109,2025-11-28,1
6198,1480,198,2025-03-17,1
6199,387,169,2025-08-10,1
6200,1251,175,2025-06-24,3
6201,1176,119,2025-10-08,5
6202,1027,184,2025-08-02,1
6203,1017,157,2025-05-15,4
6204,1282,157,2025-07-22,4
6205,305,174,2025-08-20,5
6206,1290,123,2025-11-05,1
6207,1117,106,2025-02-02,5
6208,33,190,2025-12-03,4
6209,104,122,2025-05-22,5
6210,289,134,2026-01-02,4
6211,1696,147,2025-09-12,4
6212,1068,118,2025-02-10,3
6213,1965,140,2025-12-07,2
6214,159,158,2025-10-10,2
6215,728,176,2025-04-01,2
6216,267,113,2025-02-12,4
6217,272,178,2025-08-10,5
6218,742,165,2025-02-19,1
6219,1404,108,2025-10-13,1
6220,1310,121,2025-09-16,4
6221,111,104,2025-09-27,2
6222,671,176,2025-12-26,5
6223,509,145,2026-02-01,5
6224,1086,162,2025-02-15,3
6225,1403,105,2025-05-15,4
6226,992,173,2025-06-28,5
6227,1102,191,2025-09-03,4
6228,113,102,2025-04-12,4
6229,398,182,2025-12-08,4
6230,995,182,2025-07-21,5
6231,1095,189,2025-10-04,5
6232,1148,146,2025-04-02,4
6233,881,143,2025-12-30,2
6234,1567,124,2025-09-20,5
6235,1376,174,2025-12-31,4
6236,1271,120,2025-10-20,3
6237,1923,113,2025-09-17,5
6238,1581,145,2025-12-01,2
6239,1100,158,2025-12-08,1
6240,682,196,2025-03-16,2
6241,1192,132,2025-04-16,1
6242,16,133,2025-10-06,1
6243,770,163,2025-04-22,1
6244,1718,133,2026-01-17,1
6245,961,125,2025-09-12,1
6246,760,192,2025-05-21,3
6247,1824,199,2025-05-05,1
6248,1362,108,2026-01-27,1
6249,1793,103,2025-04-04,3
6250,1924,107,2025-10-04,2
6251,14,177,2025-10-08,3
6252,1771,154,2025-09-20,3
6253,1941,147,2025-08-20,5
6254,205,134,2025-05-05,2
6255,1448,152,2025-05-08,5
6256,1028,177,2025-06-17,3
6257,842,199,2025-10-17,5
6258,1005,185,2026-01-10,2
6259,15,182,2025-02-15,4
6260,1660,196,2025-02-10,1
6261,1134,145,2025-03-22,5
6262,827,114,2025-05-02,5
6263,1124,193,2025-11-22,3
6264,387,161,2025-07-10,2
6265,752,153,2025-04-17,5
6266,76,102,2025-07-03,1
6267,879,101,2025-10-04,1
6268,732,156,2025-11-07,1
6269,273,195,2025-09-06,1
6270,965,178,2025-08-15,4
6271,1575,196,2025-09-17,4
6272,1787,110,2025-05-04,4
6273,143,147,2025-03-31,4
6274,1406,171,2025-10-27,5
6275,1894,140,2025-10-18,3
6276,127,135,2025-05-16,4
6277,1131,169,2025-09-12,3
6278,1462,146,2025-07-17,5
6279,303,195,2025-08-04,3
6280,544,111,2025-09-30,3
6281,1754,144,2025-12-11,1
6282,730,115,2025-07-25,2
6283,1152,170,2025-02-13,2
6284,1661,116,2025-03-17,3
6285,741,156,2025-08-31,4
6286,162,133,2025-08-21,5
6287,1943,124,2025-12-08,5
6288,23,113,2025-10-27,5
6289,1446,184,2025-03-06,1
6290,1013,112,2025-04-16,2
6291,1925,148,2025-03-29,2
6292,1862,156,2025-06-26,5
6293,253,161,2025-08-08,5
6294,1376,168,2025-02-27,3
6295,1430,112,2025-08-20,4
6296,1019,129,2026-01-23,5
6297,1600,156,2026-01-06,1
6298,975,115,2025-03-17,1
6299,161,195,2025-10-17,3
6300,886,185,2025-10-22,3
6301,622,112,2025-03-17,3
6302,654,158,2025-09-17,1
6303,64,139,2025-09-19,2
6304,835,102,2025-12-01,1
6305,784,168,2025-03-08,2
6306,820,164,2025-04-28,2
6307,851,185,2025-05-21,5
6308,828,145,2025-12-30,3
6309,532,176,2025-03-21,3
6310,340,119,2026-02-01,1
6311,1513,129,2025-10-19,2
6312,338,122,2025-10-10,5
6313,1736,117,2025-03-29,3
6314,336,122,2025-06-05,1
6315,848,157,2025-12-11,4
6316,629,181,2025-09-17,1
6317,1760,136,2025-04-24,2
6318,1949,120,2025-11-23,3
6319,61,152,2025-07-14,3
6320,1590,197,2025-07-11,4
6321,1789,139,2025-03-12,4
6322,1929,158,2025-12-17,2
6323,1003,177,2025-08-30,5
6324,1235,129,2025-08-06,5
6325,1492,199,2025-09-06,4
6326,1341,180,2025-05-03,1
6327,519,104,2025-09-25,3
6328,912,196,2025-06-19,3
6329,300,174,2025-11-21,2
6330,794,104,2025-03-11,1
6331,443,156,2025-07-13,4
6332,1165,155,2025-09-30,4
6333,1758,120,2025-03-20,4
6334,1457,176,2025-02-09,4
6335,1276,154,2026-01-12,1
6336,1515,156,2025-02-22,4
6337,858,111,2025-09-14,2
6338,295,197,2025-02-07,4
6339,1773,104,2025-03-16,1
6340,1701,118,2026-01-18,2
6341,657,153,2025-12-15,5
6342,380,196,2025-11-04,2
6343,890,151,2025-04-01,3
6344,194,157,2025-10-04,2
6345,483,182,2025-09-01,4
6346,1401,157,2025-05-16,1
6347,155,177,2025-09-16,3
6348,183,141,2026-01-17,5
6349,944,171,2025-04-07,2
6350,1651,197,2025-04-29,3
6351,1549,120,2025-10-22,3
6352,1228,183,2026-01-20,3
6353,426,124,2025-09-21,5
6354,1319,193,2025-12-06,4
6355,738,136,2025-06-14,2
6356,147,130,2025-04-19,3
6357,422,139,2025-06-30,1
6358,1939,159,2025-02-27,3
6359,717,118,2025-08-29,4
6360,604,109,2025-03-27,5
6361,1608,122,2025-10-13,1
6362,1321,165,2026-01-19,1
6363,656,156,2025-10-21,1
6364,1623,124,2025-11-06,2
6365,1173,151,2025-04-18,3
6366,706,140,2025-08-22,3
6367,237,114,2025-11-05,4
6368,1459,177,2025-07-03,4
6369,1030,141,2025-04-26,4
6370,641,157,2025-06-16,5
6371,1133,161,2025-08-23,2
6372,89,189,2025-10-16,3
6373,1737,121,2026-01-09,1
6374,284,149,2025-12-03,5
6375,670,141,2025-07-07,5
6376,351,152,2025-04-01,4
6377,1284,110,2025-10-07,3
6378,1691,166,2025-09-05,4
6379,185,198,2025-08-11,5
6380,1541,178,2025-10-22,2
6381,1192,136,2026-01-31,2
6382,1830,182,2025-12-13,3
6383,1116,123,2025-05-24,1
6384,1386,161,2025-04-03,3
6385,1366,177,2025-03-11,1
6386,928,116,2025-09-29,2
6387,1369,127,2025-08-10,3
6388,1065,140,2025-11-23,4
6389,427,123,2025-12-02,1
6390,26,160,2026-01-29,2
6391,62,184,2025-09-26,1
6392,188,129,2025-05-16,5
6393,1721,105,2025-03-30,3
6394,1297,163,2025-12-23,4
6395,1502,152,2026-01-26,3
6396,1646,176,2025-06-20,4
6397,537,166,2025-11-26,2
6398,572,180,2025-03-31,3
6399,1627,173,2025-11-29,4
6400,904,183,2025-06-29,2
6401,1873,108,2025-11-01,5
6402,667,133,2025-06-09,5
6403,1156,154,2025-11-29,4
6404,1126,193,2025-04-30,4
6405,1387,139,2026-01-21,5
6406,1217,191,2025-06-12,2
6407,324,180,2025-06-16,1
6408,1875,187,2025-04-26,4
6409,74,149,2025-02-11,2
6410,780,123,2025-09-25,2
6411,1518,180,2025-06-07,1
6412,306,187,2025-10-05,2
6413,500,134,2025-05-16,3
6414,1960,104,2025-05-12,2
6415,202,164,2025-03-28,2
6416,1691,200,2025-09-04,2
6417,723,158,2025-09-29,2
6418,1697,107,2025-04-24,5
6419,873,178,2025-07-09,3
6420,1102,138,2025-08-27,2
6421,1886,180,2025-10-03,5
6422,374,113,2025-06-23,3
6423,976,145,2025-12-12,1
6424,1202,123,2025-07-30,5
6425,1558,196,2026-01-06,1
6426,1816,199,2025-05-13,1
6427,823,178,2026-02-02,4
6428,31,163,2025-06-09,4
6429,973,146,2025-07-29,3
6430,1824,137,2025-10-27,3
6431,519,171,2025-11-11,1
6432,186,160,2025-07-30,1
6433,32,140,2025-03-06,1
6434,225,192,2025-09-04,1
6435,76,190,2025-11-02,1
6436,1233,137,2025-11-03,5
6437,826,163,2025-12-21,4
6438,492,129,2025-03-11,2
6439,1395,193,2025-07-08,4
6440,287,170,2025-08-08,4
6441,1022,132,2026-01-28,1
6442,89,191,2025-08-19,5
6443,1666,158,2025-07-22,4
6444,1990,193,2025-09-05,2
6445,1666,108,2025-11-16,2
6446,882,124,2025-09-05,5
6447,1971,117,2025-04-11,5
6448,253,158,2025-09-02,5
6449,1019,133,2025-02-28,1
6450,1283,101,2025-05-27,5
6451,1087,126,2025-12-21,1
6452,1951,163,2025-09-12,1
6453,1665,184,2025-04-24,4
6454,14,148,2025-12-09,3
6455,26,153,2025-04-19,3
6456,627,131,2025-09-02,3
6457,1074,159,2025-04-07,3
6458,1456,153,2025-06-27,4
6459,568,107,2026-01-23,2
6460,1684,117,2025-04-02,3
6461,1934,154,2026-01-01,5
6462,1080,107,2025-08-08,1
6463,1301,174,2025-06-15,2
6464,30,172,2025-10-19,1
6465,1067,158,2025-08-14,3
6466,25,188,2025-02-18,1
6467,1622,125,2025-08-17,2
6468,1393,191,2025-07-06,3
6469,1315,144,2025-03-18,4
6470,1113,106,2025-12-28,4
6471,1976,182,2025-11-05,3
6472,610,150,2025-04-25,1
6473,1252,148,2025-11-06,3
6474,1935,130,2025-04-16,4
6475,226,183,2025-07-30,5
6476,1303,153,2025-09-19,2
6477,1001,133,2026-01-24,5
6478,1879,161,2026-02-01,4
6479,528,113,2025-09-26,3
6480,1745,191,2025-02-18,2
6481,1640,108,2025-03-23,2
6482,1600,195,2025-09-18,2
6483,87,172,2025-05-18,3
6484,1916,118,2025-03-02,3
6485,1483,183,2025-04-14,4
6486,60,199,2026-01-19,2
6487,517,148,2025-12-10,2
6488,1859,109,2025-08-30,4
6489,1552,174,2025-11-13,3
6490,107,106,2026-01-14,2
6491,1739,129,2025-07-02,5
6492,1142,171,2025-08-30,3
6493,1751,140,2026-01-23,5
6494,1897,143,2025-11-24,4
6495,1192,138,2025-03-24,3
6496,1340,134,2025-05-28,4
6497,550,169,2026-01-07,4
6498,1845,126,2025-04-18,4
6499,927,167,2025-03-04,5
6500,1166,101,2026-01-23,4
6501,1221,112,2026-02-01,2
6502,1732,140,2025-07-03,1
6503,1186,169,2025-04-11,1
6504,1424,126,2025-12-17,4
6505,1554,154,2025-10-18,3
6506,1885,102,2025-10-12,4
6507,892,133,2025-11-13,1
6508,118,129,2026-01-22,1
6509,294,140,2025-08-10,4
6510,1663,192,2025-12-07,5
6511,1286,182,2025-05-24,4
6512,931,177,2025-05-26,1
6513,1038,144,2025-03-26,3
6514,542,169,2025-05-12,5
6515,916,174,2025-03-11,5
6516,199,101,2025-07-30,5
6517,299,164,2025-06-25,5
6518,1620,134,2025-08-06,3
6519,1983,154,2025-04-21,5
6520,1425,195,2025-09-08,5
6521,1583,184,2025-09-10,2
6522,74,108,2025-08-14,4
6523,1942,136,2025-03-31,1
6524,1795,172,2025-10-29,4
6525,36,122,2025-04-25,1
6526,1746,141,2025-04-09,2
6527,1895,190,2026-01-27,1
6528,267,131,2025-05-15,2
6529,332,148,2025-08-10,3
6530,37,176,2025-05-27,5
6531,921,195,2025-07-04,3
6532,818,167,2025-09-10,5
6533,1493,141,2025-02-22,4
6534,1186,184,2025-03-03,2
6535,1917,192,2025-12-31,5
6536,461,133,2025-06-17,2
6537,1454,140,2025-11-15,2
6538,511,196,2025-06-29,5
6539,106,159,2025-11-13,2
6540,676,191,2025-04-10,5
6541,742,185,2025-07-09,5
6542,544,101,2025-09-29,3
6543,235,146,2025-06-16,3
6544,1408,103,2025-09-05,1
6545,502,188,2025-02-19,3
6546,286,119,2025-04-04,4
6547,1964,105,2025-08-19,1
6548,1510,126,2025-09-28,3
6549,928,167,2025-07-14,4
6550,1572,159,2025-02-21,2
6551,1213,142,2025-03-30,1
6552,314,156,2025-10-14,5
6553,115,147,2025-11-01,2
6554,746,130,2026-01-19,3
6555,1952,103,2025-04-03,5
6556,1279,151,2025-05-21,4
6557,202,110,2025-09-22,2
6558,3,104,2025-06-04,5
6559,430,181,2025-09-21,1
6560,1984,135,2025-07-20,4
6561,642,130,2025-03-10,1
6562,1488,137,2025-08-28,1
6563,1420,196,2025-02-14,4
6564,863,162,2025-11-29,3
6565,1861,150,2025-02-17,5
6566,1189,150,2025-10-17,1
6567,368,131,2025-07-20,3
6568,103,137,2025-12-15,5
6569,1816,153,2026-01-20,5
6570,1569,153,2025-09-28,3
6571,986,129,2025-08-17,1
6572,1588,115,2025-05-13,5
6573,429,196,2025-11-21,1
6574,1757,187,2025-12-06,3
6575,1268,124,2025-04-26,3
6576,33,171,2025-03-31,5
6577,161,158,2025-04-04,4
6578,1055,143,2025-09-16,4
6579,253,121,2025-04-29,5
6580,1542,159,2025-06-21,4
6581,1057,131,2025-05-27,3
6582,1128,179,2025-10-05,1
6583,774,173,2025-03-06,4
6584,1115,127,2025-03-13,4
6585,925,194,2025-05-07,5
6586,1732,159,2026-01-26,4
6587,1580,118,2025-03-02,1
6588,1699,151,2025-03-14,5
6589,1651,112,2025-09-12,4
6590,24,129,2025-10-02,5
6591,111,168,2025-08-04,4
6592,379,190,2025-09-14,1
6593,1798,169,2026-01-17,1
6594,431,131,2025-07-23,5
6595,1683,147,2025-06-15,4
6596,1388,180,2025-12-06,5
6597,211,172,2025-12-04,5
6598,501,189,2025-06-01,3
6599,1881,152,2025-03-04,4
6600,1895,128,2025-04-19,3
6601,810,109,2025-05-17,3
6602,1907,112,2025-11-13,4
6603,1136,154,2026-01-21,2
6604,388,163,2025-08-14,3
6605,685,190,2025-07-05,1
6606,194,117,2025-12-17,3
6607,1259,171,2025-08-16,1
6608,1940,170,2026-01-29,1
6609,8,117,2025-08-06,2
6610,1026,168,2025-08-11,1
6611,1183,196,2025-06-12,5
6612,884,119,2025-10-14,4
6613,1413,179,2025-02-10,3
6614,1697,108,2025-05-19,1
6615,1347,196,2025-11-05,4
6616,1709,178,2025-07-20,5
6617,1521,117,2025-07-20,2
6618,521,192,2025-12-27,1
6619,1558,131,2025-10-17,4
6620,46,177,2025-04-25,4
6621,1237,119,2025-07-06,2
6622,1588,168,2025-12-06,4
6623,257,160,2025-09-05,1
6624,1287,133,2026-01-23,1
6625,1687,200,2025-10-24,5
6626,1413,148,2025-03-18,4
6627,553,134,2025-02-06,1
6628,883,119,2025-12-30,1
6629,1880,139,2025-07-07,3
6630,239,136,2025-10-10,2
6631,1326,147,2025-10-11,5
6632,359,150,2025-09-28,2
6633,226,112,2025-10-26,5
6634,1193,165,2025-03-31,2
6635,1553,125,2025-08-29,1
6636,1614,132,2025-03-07,3
6637,1342,167,2025-03-27,2
6638,222,130,2026-01-08,5
6639,1159,168,2025-03-16,2
6640,1551,125,2025-02-18,1
6641,152,199,2025-07-01,4
6642,1743,155,2025-07-19,1
6643,310,197,2025-11-03,4
6644,93,119,2025-06-06,2
6645,336,177,2025-11-14,4
6646,1561,198,2025-10-26,2
6647,1908,118,2025-06-13,2
6648,883,174,2025-03-28,5
6649,234,174,2025-08-27,1
6650,1160,190,2025-07-20,1
6651,647,164,2025-08-01,3
6652,1853,183,2025-04-13,5
6653,731,168,2025-07-22,3
6654,397,183,2025-03-16,1
6655,209,164,2025-05-04,4
6656,134,181,2025-07-22,4
6657,275,187,2025-07-20,4
6658,1352,115,2025-04-04,2
6659,1924,157,2025-03-17,1
6660,1659,185,2025-02-04,5
6661,1741,157,2025-11-09,2
6662,472,124,2025-02-19,5
6663,1959,126,2025-10-19,3
6664,920,102,2025-08-29,3
6665,1554,129,2025-10-14,3
6666,1148,179,2025-11-27,4
6667,1460,167,2025-05-29,4
6668,1046,183,2026-01-06,5
6669,1051,121,2025-02-18,4
6670,642,171,2025-02-02,5
6671,1725,156,2025-05-28,1
6672,965,178,2025-09-07,2
6673,996,187,2025-08-14,2
6674,188,141,2025-04-01,1
6675,1682,153,2025-09-03,2
6676,1885,142,2025-02-03,3
6677,677,172,2025-10-28,1
6678,1032,124,2025-06-02,4
6679,356,177,2025-10-10,4
6680,881,162,2026-01-08,4
6681,47,134,2025-11-29,2
6682,1416,175,2025-07-31,3
6683,1957,180,2025-11-25,1
6684,1458,105,2025-04-14,5
6685,551,146,2025-07-19,4
6686,631,126,2026-01-12,3
6687,224,136,2025-08-19,2
6688,626,121,2025-03-30,5
6689,1128,150,2025-10-14,1
6690,1852,139,2025-10-16,5
6691,1788,139,2025-08-09,4
6692,82,173,2025-04-29,3
6693,1380,192,2026-01-22,3
